sr._no.,work_category,work,state,ida,hon'ble_members_of_parliament,constituency,work_description,recommended_date_x,sanction_date,sanction_amount__₹_,work_status,project_id,recommended_date_y,recommended_amount____₹_,completion_date,amount_disbursed__₹_,total_expenditure,payment_count,latest_payment_date,completed_flag,fund_utilization,expenditure_ratio,project_age_days,over_budget,missing_completion,anomaly_prediction,cost_anomaly_flag,anomaly_score,anomaly_reason
4174,Normal/Others,WS/MP18307/2025-2026/143600-Tree plantation for community,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Ward 47- Beautification works at Ganga Building Link Road Malad (West),25-Sep-2024,2026-03-25,1500000.0,Work partially Completed,WS/MP18307/2025-2026/143600,25-Sep-2024,1500000.0,,,1498862.0,1.0,2026-07-01,0,0.9992413333333332,0.9992413333333332,167.0,0,1,1,0,0.1364126600867835,Detected by Isolation Forest pattern analysis
4177,Normal/Others,"WS/MP18307/2025-2026/143603-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,"Ward 2 -Construction of Drains and footpaths at Sai Kripa Chawl, Sambhaji Nagar, Dubey Chawl, Babli Pada, Tare Compound, Raja Ram Mhatre Chawl  Bharwad Chawl Dahisar",25-Sep-2024,2026-01-30,2500000.0,Work partially Completed,WS/MP18307/2025-2026/143603,25-Sep-2024,2500000.0,,,2498104.0,1.0,2026-08-19,0,0.9992416,0.9992416,221.0,0,1,1,0,0.15878893170675007,Detected by Isolation Forest pattern analysis
4178,Normal/Others,WS/MP18307/2025-2026/143606-Construction of public toilets and bathrooms,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Ward 30 - Construction of Toilets at  Iraniwadi Charkop Kandivali (West),25-Sep-2024,2026-01-30,2000000.0,Work partially Completed,WS/MP18307/2025-2026/143606,25-Sep-2024,2000000.0,,,1998482.0,1.0,2026-08-04,0,0.999241,0.999241,221.0,0,1,1,0,0.1590918561571144,Detected by Isolation Forest pattern analysis
4179,Normal/Others,"WS/MP18307/2025-2026/143607-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,"Ward 7 -   Construction of Sewer and CC Passage Loading at Brahmadev Tiwari Chawl, Shagun Hotel, Nawagaon, Dahisar",25-Sep-2024,2026-03-25,2000000.0,Work partially Completed,WS/MP18307/2025-2026/143607,25-Sep-2024,2000000.0,,,1998481.0,1.0,2026-07-03,0,0.9992405,0.9992405,167.0,0,1,1,0,0.13609438601063334,Detected by Isolation Forest pattern analysis
4180,Normal/Others,WS/MP18307/2025-2026/143608-Construction of public toilets and bathrooms,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Ward 36- Re-construction of Toilet at near Madras Pada Kandivali (East),25-Sep-2024,2026-01-30,2000000.0,Work partially Completed,WS/MP18307/2025-2026/143608,25-Sep-2024,2000000.0,,,1998482.0,1.0,2026-08-19,0,0.999241,0.999241,221.0,0,1,1,0,0.1590918561571144,Detected by Isolation Forest pattern analysis
4182,Normal/Others,"WS/MP18307/2025-2026/143610-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,"Ward 13 - Construction of Drainge  and CC Passage, Pavour block at Motiram Mishra Chawl Borivali (East)",25-Sep-2024,2026-01-30,1500000.0,Work partially Completed,WS/MP18307/2025-2026/143610,25-Sep-2024,1500000.0,,,1498861.0,1.0,2026-08-19,0,0.9992406666666668,0.9992406666666668,221.0,0,1,1,0,0.1578789276571823,Detected by Isolation Forest pattern analysis
4183,Normal/Others,WS/MP18307/2025-2026/143611-Tree plantation for community,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,"Ward 21 - Beautification work at  Dahanukarwadi Junction, Charkop Kandivali (West)",25-Sep-2024,2026-01-30,1500000.0,Work partially Completed,WS/MP18307/2025-2026/143611,25-Sep-2024,1500000.0,,,1485428.0,1.0,2026-02-17,0,0.9902853333333334,0.9902853333333334,221.0,0,1,1,0,0.10261801773383916,Detected by Isolation Forest pattern analysis
4184,Normal/Others,WS/MP18307/2025-2026/143612-Tree plantation for community,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Ward 44  - Beautification  of Square near Raheja Township Malad (East),25-Sep-2024,2026-03-25,1500000.0,Work partially Completed,WS/MP18307/2025-2026/143612,25-Sep-2024,1500000.0,,,1485428.0,1.0,2026-07-01,0,0.9902853333333334,0.9902853333333334,167.0,0,1,1,0,0.08423608310283381,Detected by Isolation Forest pattern analysis
4185,Normal/Others,"WS/MP18307/2025-2026/143613-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,"Ward 10 - Construction  of drainge and CC passages, Pavour block at Nutan Nagar Dahisar (West)",25-Sep-2024,2026-01-30,1500000.0,Physical Inspection,WS/MP18307/2025-2026/143613,25-Sep-2024,1500000.0,,,1498861.0,1.0,2026-08-04,0,0.9992406666666668,0.9992406666666668,221.0,0,1,1,0,0.1578789276571823,Detected by Isolation Forest pattern analysis
4199,Normal/Others,WS/MP18311/2024-2025/143656-Construction of community centers and community halls,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Construction of community center at village Nurpur Kalan,28-Oct-2024,2024-11-21,700000.0,Work partially Completed,WS/MP18311/2024-2025/143656,28-Oct-2024,700000.0,,,700000.0,13.0,2026-08-26,0,1.0,1.0,656.0,0,1,-1,1,-0.026196195389090016,Unusually high number of payments
4227,Normal/Others,WS/MP18219/2025-2026/143773-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,ghutai railway station chauraha par stainless steel (fabricated) yatri shed,19-Nov-2024,2025-06-10,700000.0,Vendor Identification,WS/MP18219/2025-2026/143773,19-Nov-2024,700000.0,,,416318.0,1.0,2026-04-21,0,0.59474,0.59474,455.0,0,1,1,0,0.08583850970496731,Detected by Isolation Forest pattern analysis
4228,Normal/Others,WS/MP18219/2025-2026/143774-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,charkhari me supa tigela talab ke pass stainless steel (fabricated) yatri shed,19-Nov-2024,2025-06-10,700000.0,Vendor Identification,WS/MP18219/2025-2026/143774,19-Nov-2024,700000.0,,,416318.0,1.0,2026-07-17,0,0.59474,0.59474,455.0,0,1,1,0,0.08583850970496731,Detected by Isolation Forest pattern analysis
4229,Normal/Others,WS/MP18219/2025-2026/143775-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,gaurahari me charkhari tigela par stainless steel (fabricated) yatri shed,19-Nov-2024,2025-06-10,700000.0,Vendor Identification,WS/MP18219/2025-2026/143775,19-Nov-2024,700000.0,,,416318.0,1.0,2026-07-17,0,0.59474,0.59474,455.0,0,1,1,0,0.08583850970496731,Detected by Isolation Forest pattern analysis
4230,Normal/Others,WS/MP18219/2025-2026/143776-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,belatal me railway station ke pass stainless steel (fabricated) yatri shed,19-Nov-2024,2025-06-10,700000.0,Vendor Identification,WS/MP18219/2025-2026/143776,19-Nov-2024,700000.0,,,297530.0,1.0,2026-03-12,0,0.4250428571428571,0.4250428571428571,455.0,0,1,1,0,0.0987318353954757,Detected by Isolation Forest pattern analysis
4244,Normal/Others,WS/MP345/2024-2025/143793-Construction of buildings for crèches and anganwadies,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri NK Premachandran,KOLLAM,"Construction of Building for Anganwadi No. 41, Padinjattekara Ward 23, Thevalakara Gramapanchayat, Chavara Constituency",26-Sep-2024,2025-03-21,1500000.0,Physical Inspection,WS/MP345/2024-2025/143793,26-Sep-2024,1500000.0,,,1274887.0,1.0,2026-01-05,0,0.8499246666666667,0.8499246666666667,536.0,0,1,1,0,0.060268602707511,Detected by Isolation Forest pattern analysis
4246,Normal/Others,WS/MP18183/2024-2025/143806-Construction of community centers and community halls,Tamil Nadu,THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA),MURASOLI S,THANJAVUR,"thillaisanam Panchayat, Construction of New PDS Building,thiruvaiyaru",26-Sep-2024,2024-09-27,1350000.0,Physical Inspection,WS/MP18183/2024-2025/143806,26-Sep-2024,1350000.0,2026-08-21,1348754.0,1348754.0,1.0,2026-08-14,1,0.999077037037037,0.999077037037037,711.0,0,0,1,0,0.1326138404339403,Project age unusually high
4269,Repair and Renovation,WS/MP18023/2025-2026/143872-Retrofitting in essential lifeline buildings,Assam,KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),BIJULI KALITA MEDHI,GUWAHATI,"Repairing work of Santi Nijara Club House at Bongaon , Bamunigaon , Pin-781141",26-Sep-2024,2026-01-30,500000.0,Vendor Identification,WS/MP18023/2025-2026/143872,26-Sep-2024,500000.0,,,500000.0,2.0,2026-08-18,0,1.0,1.0,221.0,0,1,1,0,0.07067855024184344,Detected by Isolation Forest pattern analysis
4278,Normal/Others,WS/MP429/2025-2026/143881-Construction of buildings for community cultural activities,Chhattisgarh,KORBA(Collector-Korba),Jyotsna Charandas Mahant,KORBA,"Construction of Chhatdar Manch near Siddheshwar Mandir, Jungle Side, Ward 7",26-Sep-2024,2025-04-30,400000.0,Work partially Completed,WS/MP429/2025-2026/143881,26-Sep-2024,400000.0,,,200000.0,1.0,2026-04-13,0,0.5,0.5,496.0,0,1,1,0,0.08769325213245793,Detected by Isolation Forest pattern analysis
4279,Normal/Others,WS/MP429/2024-2025/143882-Construction of public toilets and bathrooms,Chhattisgarh,KORBA(Collector-Korba),Jyotsna Charandas Mahant,KORBA,"Construction of toilets for Male and Female at Kabir Samudayik Bhawan in Ward 47, Jamnipali",26-Sep-2024,2025-02-25,300000.0,Work partially Completed,WS/MP429/2024-2025/143882,26-Sep-2024,300000.0,,,150000.0,1.0,2026-04-22,0,0.5,0.5,560.0,0,1,1,0,0.09994528575365236,Detected by Isolation Forest pattern analysis
4280,Normal/Others,WS/MP429/2024-2025/143883-Construction of additional rooms and halls in the existing public and community building,Chhattisgarh,KORBA(Collector-Korba),Jyotsna Charandas Mahant,KORBA,Renovation of Kabir Samudayik Bhawan in Jamnipali.,26-Sep-2024,2025-02-25,300000.0,Work partially Completed,WS/MP429/2024-2025/143883,26-Sep-2024,300000.0,,,150000.0,1.0,2026-04-22,0,0.5,0.5,560.0,0,1,1,0,0.09994528575365236,Detected by Isolation Forest pattern analysis
4281,Normal/Others,WS/MP429/2025-2026/143884-Construction of common work sheds/ common covered sitting area,Chhattisgarh,KORBA(Collector-Korba),Jyotsna Charandas Mahant,KORBA,Construction of Common Shed for public at Sahu Mohalla near Sai Mandir. Nagar Panchayat - Chhurikala,26-Sep-2024,2025-04-29,250000.0,Work partially Completed,WS/MP429/2025-2026/143884,26-Sep-2024,250000.0,,,125000.0,1.0,2026-04-09,0,0.5,0.5,497.0,0,1,1,0,0.08769325213245793,Detected by Isolation Forest pattern analysis
4287,Normal/Others,"WS/MP18232/2024-2025/143897-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),HARENDRA SINGH MALIK,MUZAFFARNAGAR,"gram-nagala pithora, vikaskhand-baghra, tehsil-sadar me vimal sharma ke khet se ravto ke tyube bel tak brick soling work.",27-Sep-2024,2024-12-18,196800.0,Work partially Completed,WS/MP18232/2024-2025/143897,27-Sep-2024,196800.0,,,78743.0,1.0,2026-08-20,0,0.4001168699186992,0.4001168699186992,629.0,0,1,1,0,0.095900679842566,Detected by Isolation Forest pattern analysis
4306,Normal/Others,"WS/MP18232/2024-2025/143918-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),HARENDRA SINGH MALIK,MUZAFFARNAGAR,"gram-alipurkhurd, vikaskhand-baghra, tehsil-sadar me amrish ke makan se jitendra ke makan tak C C road work.",27-Sep-2024,2024-12-18,297500.0,Work partially Completed,WS/MP18232/2024-2025/143918,27-Sep-2024,297500.0,,,96197.0,1.0,2026-09-02,0,0.3233512605042016,0.3233512605042016,629.0,0,1,1,0,0.0710311306793342,Detected by Isolation Forest pattern analysis
4320,Normal/Others,WS/MP353/2024-2025/143934-Purchase of vans and buses for educational institutions,Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Adv Dean Kuriakose,IDUKKI,"Purchasing of School Bus for Govt.L.P.School- Third Camp in PampadumparaGramapanchayathu ,Nedumkandom Block.",27-Sep-2024,2025-01-22,2447960.0,Physical Inspection,WS/MP353/2024-2025/143934,27-Sep-2024,2447960.0,2026-02-25,2447960.0,140999.0,1.0,2026-02-26,1,0.0575985718720894,0.0575985718720894,594.0,0,0,1,0,0.07721351846677749,Detected by Isolation Forest pattern analysis
4322,Normal/Others,"WS/MP353/2024-2025/143936-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Adv Dean Kuriakose,IDUKKI,"Concreting of Mundakkattu Francis pady part in Poothakali-Kannadippara road in KonnathadyPanchayathu, AdimalyBlock.",27-Sep-2024,2024-12-11,877632.0,Physical Inspection,WS/MP353/2024-2025/143936,27-Sep-2024,877632.0,2026-03-23,877632.0,877632.0,1.0,2026-03-23,1,1.0,1.0,636.0,0,0,1,0,0.19859220563769414,Detected by Isolation Forest pattern analysis
4342,Normal/Others,"WS/MP681/2025-2026/143978-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of CC road and Drains at kantheshwar, tal.purna.",03-Oct-2024,2025-09-12,699809.0,Physical Inspection,WS/MP681/2025-2026/143978,03-Oct-2024,699809.0,2026-01-03,699809.0,699809.0,1.0,2026-01-05,1,1.0,1.0,361.0,0,0,1,0,0.1654851304998433,Detected by Isolation Forest pattern analysis
4381,Normal/Others,WS/MP18380/2024-2025/144027-Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Dhaurahara me Ajeet Pratap Pal ke Ghar ke pas,27-Sep-2024,2025-01-03,121500.0,Work partially Completed,WS/MP18380/2024-2025/144027,27-Sep-2024,121500.0,,,118957.0,1.0,2026-09-05,0,0.9790699588477366,0.9790699588477366,613.0,0,1,1,0,0.13869266970904015,Detected by Isolation Forest pattern analysis
4407,Normal/Others,WS/MP18380/2024-2025/144058-Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Kasrawe May Chak Auliya me Chaurahe par,27-Sep-2024,2025-01-03,121500.0,Work partially Completed,WS/MP18380/2024-2025/144058,27-Sep-2024,121500.0,,,118957.0,1.0,2026-09-05,0,0.9790699588477366,0.9790699588477366,613.0,0,1,1,0,0.13869266970904015,Detected by Isolation Forest pattern analysis
4422,Normal/Others,WS/MP18380/2024-2025/144078-Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Kapsa me Ramleela Maidan par,27-Sep-2024,2025-01-03,121500.0,Work partially Completed,WS/MP18380/2024-2025/144078,27-Sep-2024,121500.0,,,118957.0,1.0,2026-09-05,0,0.9790699588477366,0.9790699588477366,613.0,0,1,1,0,0.13869266970904015,Detected by Isolation Forest pattern analysis
4429,Normal/Others,"WS/MP18112/2025-2026/144100-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),BALWANT BASWANT WANKHADE,AMRAVATI(SC),Construction of road At Bhiwapur Ta Tiosa,27-Sep-2024,2025-05-15,700000.0,Vendor Identification,WS/MP18112/2025-2026/144100,27-Sep-2024,700000.0,,,694428.0,1.0,2026-07-16,0,0.99204,0.99204,481.0,0,1,1,0,0.12617928343072377,Detected by Isolation Forest pattern analysis
4436,Normal/Others,WS/MP18323/2026-2027/144111-Construction of community centers and community halls,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of  Community centre  Hall in Gram Panchayat / Govt owned open space at  Kharola,  Ta.Renapur",27-Sep-2024,2026-05-22,998705.0,Physical Inspection,WS/MP18323/2026-2027/144111,27-Sep-2024,998705.0,,,998705.0,1.0,2026-05-25,0,1.0,1.0,109.0,0,1,1,0,0.11386875098165766,Detected by Isolation Forest pattern analysis
4439,Normal/Others,"WS/MP18323/2026-2027/144117-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Asphalting of the road leading to Vasantnagar Tanda Vasti in Mahapur,Taluka Latur",27-Sep-2024,2026-08-07,1000000.0,Physical Inspection,WS/MP18323/2026-2027/144117,27-Sep-2024,1000000.0,,,1000000.0,1.0,2026-08-07,0,1.0,1.0,32.0,0,1,1,0,0.06116911062478014,Detected by Isolation Forest pattern analysis
4440,Normal/Others,WS/MP18323/2026-2027/144120-Construction of community centers and community halls,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of  Community centre /Hall in Municipal Corporation / Govt owned open space in front of Rudra Hanuman temple at ward No.02, Rudreshwar Nagar ( E), Latur Municipal Corporation",27-Sep-2024,2026-05-22,1991059.0,Physical Inspection,WS/MP18323/2026-2027/144120,27-Sep-2024,1991059.0,,,1991059.0,1.0,2026-05-22,0,1.0,1.0,109.0,0,1,1,0,0.11386875098165766,Detected by Isolation Forest pattern analysis
4565,Normal/Others,"WS/MP353/2024-2025/144281-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Adv Dean Kuriakose,IDUKKI,"Construction of Side protection wall near Anganwady on Koompanpara -Pallippady-Odackacity road in Vellathooval Gramapanchayathu ,in Adimaly Block",28-Sep-2024,2024-12-05,1500000.0,Work partially Completed,WS/MP353/2024-2025/144281,28-Sep-2024,1500000.0,,,1133023.0,1.0,2026-01-30,0,0.7553486666666667,0.7553486666666667,642.0,0,1,1,0,0.03035246253605617,Detected by Isolation Forest pattern analysis
4574,Normal/Others,WS/MP18225/2024-2025/144315-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),"Hajari Prasad Pasi S/o Ram aasare, Madmadpur Kokhraj Ke Ghar ke Samne Handpump",28-Sep-2024,2025-01-17,74000.0,Work partially Completed,WS/MP18225/2024-2025/144315,28-Sep-2024,74000.0,,,29578.0,1.0,2025-12-22,0,0.3997027027027027,0.3997027027027027,599.0,0,1,1,0,0.1038310232211288,Detected by Isolation Forest pattern analysis
4656,Normal/Others,WS/MP18172/2025-2026/144452-Construction of common work sheds/ common covered sitting area,Rajasthan,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),MANNA LAL RAWAT,UDAIPUR(ST),construction of teen shed in GSSS keshriyawad,29-Sep-2024,2025-07-18,500000.0,Physical Inspection,WS/MP18172/2025-2026/144452,29-Sep-2024,500000.0,,,67350.0,19.0,2026-08-27,0,0.1347,0.1347,417.0,0,1,-1,1,-0.11651955876586007,Unusually high number of payments
4737,Normal/Others,WS/MP18225/2024-2025/144734-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Ram Babu S/o Budhai ke ghar ke samne handpump,30-Sep-2024,2025-01-17,74000.0,Work partially Completed,WS/MP18225/2024-2025/144734,30-Sep-2024,74000.0,,,29578.0,1.0,2025-12-22,0,0.3997027027027027,0.3997027027027027,599.0,0,1,1,0,0.1038310232211288,Detected by Isolation Forest pattern analysis
4784,Normal/Others,WS/MP429/2024-2025/144852-Construction of buildings for community cultural activities,Chhattisgarh,KORBA(Collector-Korba),Jyotsna Charandas Mahant,KORBA,"Construction of Sarvajanik Manch at Ravan Bhata's Gauri Gaura Sthhal in Gram Panchayat - Banjari, Vikas Khand - Poudi Uproda",01-Oct-2024,2024-11-04,400000.0,Physical Inspection,WS/MP429/2024-2025/144852,01-Oct-2024,400000.0,2026-08-10,400000.0,200000.0,1.0,2026-06-25,1,0.5,0.5,673.0,0,0,1,0,0.06300040889573855,Detected by Isolation Forest pattern analysis
4803,Normal/Others,WS/MP334/2024-2025/144871-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light near narayan pandit ke ghar ke paas mod mei in tambagudiyo village of amra panchayat,02-Oct-2024,2024-12-18,150000.0,Vendor Identification,WS/MP334/2024-2025/144871,02-Oct-2024,150000.0,,,149711.0,1.0,2026-06-29,0,0.9980733333333334,0.9980733333333334,629.0,0,1,1,0,0.19922172639455105,Detected by Isolation Forest pattern analysis
